DeviceName,DeviceType,Timestamp,UOM1,UOM1Value,UOM2,UOM2Value
GPS728,GPS,20240313 10:43:45,Latitude,50.4058202,Longitude,-110.3591108
GAS728,GAS,20240313 10:43:45,CF,25.4191276,PSI,0.9845677
H2O728,H2O,20240313 10:43:45,CM,11.2267852,TEMPCelsius,18.3046544
ELEC729,ELECTRIC,20240313 10:43:45,kWH,36.3695513,kVA,7.5405761
GPS729,GPS,20240313 10:43:45,Latitude,49.1150275,Longitude,-110.7079048
GAS729,GAS,20240313 10:43:45,CF,9.2933852,PSI,0.2322596
H2O729,H2O,20240313 10:43:45,CM,19.5783771,TEMPCelsius,3.5689516
ELEC730,ELECTRIC,20240313 10:43:45,kWH,87.1951011,kVA,5.5496983
GPS730,GPS,20240313 10:43:45,Latitude,51.7606651,Longitude,-111.3981726
GAS730,GAS,20240313 10:43:45,CF,79.6394307,PSI,0.3552416
H2O730,H2O,20240313 10:43:45,CM,23.2031000,TEMPCelsius,2.7857481
ELEC731,ELECTRIC,20240313 10:43:45,kWH,86.6980570,kVA,6.4305926
GPS731,GPS,20240313 10:43:45,Latitude,49.1498006,Longitude,-110.1034162
GAS731,GAS,20240313 10:43:45,CF,72.7563159,PSI,1.6711908
H2O731,H2O,20240313 10:43:45,CM,6.3827396,TEMPCelsius,29.7942765
ELEC732,ELECTRIC,20240313 10:43:45,kWH,13.3486278,kVA,5.1903742
GPS732,GPS,20240313 10:43:45,Latitude,50.2137366,Longitude,-111.9370475
GAS732,GAS,20240313 10:43:45,CF,44.811606,PSI,0.7930812
H2O732,H2O,20240313 10:43:45,CM,96.7699622,TEMPCelsius,26.2522234
ELEC733,ELECTRIC,20240313 10:43:45,kWH,83.5819476,kVA,3.1434009
GPS733,GPS,20240313 10:43:45,Latitude,49.3413708,Longitude,-111.4725176
GAS733,GAS,20240313 10:43:45,CF,53.8457796,PSI,1.1209640
H2O733,H2O,20240313 10:43:45,CM,6.9256394,TEMPCelsius,20.8644172
ELEC734,ELECTRIC,20240313 10:43:45,kWH,17.2237979,kVA,5.9542249
GPS734,GPS,20240313 10:43:45,Latitude,51.8947139,Longitude,-111.3560047
GAS734,GAS,20240313 10:43:45,CF,96.4821455,PSI,0.5207985
H2O734,H2O,20240313 10:43:45,CM,60.7794142,TEMPCelsius,-1.7642594
ELEC735,ELECTRIC,20240313 10:43:45,kWH,10.3499111,kVA,0.9720191
GPS735,GPS,20240313 10:43:45,Latitude,51.9116430,Longitude,-110.1860654
GAS735,GAS,20240313 10:43:45,CF,36.9421779,PSI,0.4726844
H2O735,H2O,20240313 10:43:45,CM,90.4100009,TEMPCelsius,-2.7741206
ELEC736,ELECTRIC,20240313 10:43:45,kWH,53.1554810,kVA,3.5045849
GPS736,GPS,20240313 10:43:45,Latitude,50.5747920,Longitude,-111.5812059
GAS736,GAS,20240313 10:43:45,CF,30.9528290,PSI,0.1494118
H2O736,H2O,20240313 10:43:45,CM,14.6524694,TEMPCelsius,27.6802111
ELEC737,ELECTRIC,20240313 10:43:45,kWH,61.4345910,kVA,8.180529
GPS737,GPS,20240313 10:43:45,Latitude,51.5724283,Longitude,-110.619780
GAS737,GAS,20240313 10:43:45,CF,78.66309,PSI,0.336019
H2O737,H2O,20240313 10:43:45,CM,12.6436493,TEMPCelsius,7.4362666
ELEC738,ELECTRIC,20240313 10:43:45,kWH,23.815266,kVA,8.2067596
GPS738,GPS,20240313 10:43:45,Latitude,51.1986477,Longitude,-111.1004705
GAS738,GAS,20240313 10:43:45,CF,50.7396137,PSI,0.3417865
H2O738,H2O,20240313 10:43:45,CM,42.9580015,TEMPCelsius,6.6549518
ELEC739,ELECTRIC,20240313 10:43:45,kWH,94.4285293,kVA,0.6347373
GPS739,GPS,20240313 10:43:45,Latitude,51.235048,Longitude,-110.5736584
GAS739,GAS,20240313 10:43:45,CF,29.8507048,PSI,0.5310089
H2O739,H2O,20240313 10:43:45,CM,86.352775,TEMPCelsius,13.6316651
ELEC740,ELECTRIC,20240313 10:43:45,kWH,89.4400326,kVA,2.3341793
GPS740,GPS,20240313 10:43:45,Latitude,50.281496,Longitude,-110.9206261
GAS740,GAS,20240313 10:43:45,CF,9.2977207,PSI,0.7922093
H2O740,H2O,20240313 10:43:45,CM,53.3510529,TEMPCelsius,27.3303970
ELEC741,ELECTRIC,20240313 10:43:45,kWH,86.1040418,kVA,7.9828766
GPS741,GPS,20240313 10:43:45,Latitude,50.9349902,Longitude,-111.5437266
GAS741,GAS,20240313 10:43:45,CF,76.3690320,PSI,0.9408676
H2O741,H2O,20240313 10:43:45,CM,68.9342050,TEMPCelsius,9.1179157
ELEC742,ELECTRIC,20240313 10:43:45,kWH,34.2700292,kVA,2.1985952
GPS742,GPS,20240313 10:43:45,Latitude,49.3423778,Longitude,-111.676158
GAS742,GAS,20240313 10:43:45,CF,82.5001333,PSI,1.3835897
H2O742,H2O,20240313 10:43:45,CM,19.662383,TEMPCelsius,0.3782660
ELEC743,ELECTRIC,20240313 10:43:45,kWH,35.4876369,kVA,9.1006612
GPS743,GPS,20240313 10:43:45,Latitude,51.3019574,Longitude,-110.328203
GAS743,GAS,20240313 10:43:45,CF,11.7174692,PSI,1.1688720
H2O743,H2O,20240313 10:43:45,CM,4.8003930,TEMPCelsius,2.9745531
ELEC744,ELECTRIC,20240313 10:43:45,kWH,27.4209091,kVA,3.6491108
GPS744,GPS,20240313 10:43:45,Latitude,49.8384201,Longitude,-110.6166566
GAS744,GAS,20240313 10:43:45,CF,61.2129970,PSI,1.1901937
H2O744,H2O,20240313 10:43:45,CM,94.9780374,TEMPCelsius,20.701603
ELEC745,ELECTRIC,20240313 10:43:45,kWH,35.4715660,kVA,9.7472221
GPS745,GPS,20240313 10:43:45,Latitude,50.2790699,Longitude,-111.2720943
GAS745,GAS,20240313 10:43:45,CF,9.8487505,PSI,0.6245285
H2O745,H2O,20240313 10:43:45,CM,32.6131341,TEMPCelsius,5.2714948
ELEC746,ELECTRIC,20240313 10:43:45,kWH,62.2441637,kVA,8.7968241
GPS746,GPS,20240313 10:43:45,Latitude,49.7268708,Longitude,-111.1415748
GAS746,GAS,20240313 10:43:45,CF,33.9371900,PSI,0.248207
H2O746,H2O,20240313 10:43:45,CM,87.1319042,TEMPCelsius,17.861337
ELEC747,ELECTRIC,20240313 10:43:45,kWH,10.4065367,kVA,2.2747939
GPS747,GPS,20240313 10:43:45,Latitude,50.8345880,Longitude,-111.3497249
GAS747,GAS,20240313 10:43:45,CF,89.7975466,PSI,0.3542478
H2O747,H2O,20240313 10:43:45,CM,7.4991084,TEMPCelsius,4.9704878
ELEC748,ELECTRIC,20240313 10:43:45,kWH,46.3613754,kVA,5.6201927
GPS748,GPS,20240313 10:43:45,Latitude,49.9420961,Longitude,-111.3600055
GAS748,GAS,20240313 10:43:45,CF,20.1171623,PSI,1.8723719
H2O748,H2O,20240313 10:43:45,CM,86.559872,TEMPCelsius,27.3895215
ELEC749,ELECTRIC,20240313 10:43:45,kWH,43.2485320,kVA,6.3960149
GPS749,GPS,20240313 10:43:45,Latitude,49.5362029,Longitude,-111.778052
GAS749,GAS,20240313 10:43:45,CF,94.1003955,PSI,1.909584
H2O749,H2O,20240313 10:43:45,CM,64.450977,TEMPCelsius,17.6606841
ELEC750,ELECTRIC,20240313 10:43:45,kWH,78.1110053,kVA,7.7449267
GPS750,GPS,20240313 10:43:45,Latitude,51.3348737,Longitude,-110.9579978
GAS750,GAS,20240313 10:43:45,CF,63.9966078,PSI,0.9211068
H2O750,H2O,20240313 10:43:45,CM,78.4283618,TEMPCelsius,15.5480072
ELEC751,ELECTRIC,20240313 10:43:45,kWH,19.2146819,kVA,5.5594518
GPS751,GPS,20240313 10:43:45,Latitude,49.9389829,Longitude,-111.944254
GAS751,GAS,20240313 10:43:45,CF,95.8150383,PSI,1.5553873
H2O751,H2O,20240313 10:43:45,CM,36.6388931,TEMPCelsius,9.9830161
ELEC752,ELECTRIC,20240313 10:43:45,kWH,17.747539,kVA,9.3164460
GPS752,GPS,20240313 10:43:45,Latitude,50.7923661,Longitude,-110.7239840
GAS752,GAS,20240313 10:43:45,CF,99.2845579,PSI,1.1839823
H2O752,H2O,20240313 10:43:45,CM,78.5377912,TEMPCelsius,18.6523787
ELEC753,ELECTRIC,20240313 10:43:45,kWH,68.9267163,kVA,9.1884877
GPS753,GPS,20240313 10:43:45,Latitude,51.476699,Longitude,-111.7729026
GAS753,GAS,20240313 10:43:45,CF,74.8868422,PSI,1.2010498
H2O753,H2O,20240313 10:43:45,CM,8.3904219,TEMPCelsius,20.7631176
ELEC754,ELECTRIC,20240313 10:43:45,kWH,70.5912276,kVA,4.3255178
GPS754,GPS,20240313 10:43:45,Latitude,50.3426971,Longitude,-111.2847732
GAS754,GAS,20240313 10:43:45,CF,53.290445,PSI,1.2889446
H2O754,H2O,20240313 10:43:45,CM,56.6368043,TEMPCelsius,15.9276609
ELEC755,ELECTRIC,20240313 10:43:45,kWH,51.5058322,kVA,7.3134168
GPS755,GPS,20240313 10:43:45,Latitude,51.5222839,Longitude,-111.6252584
GAS755,GAS,20240313 10:43:45,CF,12.8044268,PSI,0.9820267
H2O755,H2O,20240313 10:43:45,CM,6.3618867,TEMPCelsius,26.7497368
ELEC756,ELECTRIC,20240313 10:43:45,kWH,3.4315241,kVA,5.9764462
GPS756,GPS,20240313 10:43:45,Latitude,49.2420710,Longitude,-111.8700931
GAS756,GAS,20240313 10:43:45,CF,91.9747678,PSI,1.7790212
H2O756,H2O,20240313 10:43:45,CM,97.1945929,TEMPCelsius,11.3530925
ELEC757,ELECTRIC,20240313 10:43:45,kWH,11.5599127,kVA,9.4927327
GPS757,GPS,20240313 10:43:45,Latitude,51.1154295,Longitude,-110.8580567
GAS757,GAS,20240313 10:43:45,CF,82.354934,PSI,1.2706449
H2O757,H2O,20240313 10:43:45,CM,20.8127631,TEMPCelsius,23.387539
ELEC758,ELECTRIC,20240313 10:43:45,kWH,12.1751375,kVA,8.9040332
GPS758,GPS,20240313 10:43:45,Latitude,50.8923133,Longitude,-111.2235251
GAS758,GAS,20240313 10:43:45,CF,78.7590498,PSI,1.3534210
H2O758,H2O,20240313 10:43:45,CM,80.5331032,TEMPCelsius,12.4625719
ELEC759,ELECTRIC,20240313 10:43:45,kWH,82.1752155,kVA,7.7377068
GPS759,GPS,20240313 10:43:45,Latitude,50.853746,Longitude,-111.6264213
GAS759,GAS,20240313 10:43:45,CF,50.1540333,PSI,0.4394185
H2O759,H2O,20240313 10:43:45,CM,21.5282831,TEMPCelsius,0.2564955
ELEC760,ELECTRIC,20240313 10:43:45,kWH,57.2964844,kVA,8.9814492
GPS760,GPS,20240313 10:43:45,Latitude,51.3916867,Longitude,-110.707047
GAS760,GAS,20240313 10:43:45,CF,58.3727827,PSI,0.5145652
H2O760,H2O,20240313 10:43:45,CM,70.3148694,TEMPCelsius,23.6702536
ELEC761,ELECTRIC,20240313 10:43:45,kWH,47.5068406,kVA,1.4749369
GPS761,GPS,20240313 10:43:45,Latitude,50.5863609,Longitude,-111.2161785
GAS761,GAS,20240313 10:43:45,CF,56.3381735,PSI,0.139656
H2O761,H2O,20240313 10:43:45,CM,12.9799666,TEMPCelsius,21.8295080
ELEC762,ELECTRIC,20240313 10:43:45,kWH,15.4814142,kVA,0.8369016
GPS762,GPS,20240313 10:43:45,Latitude,50.4793550,Longitude,-110.9228604
GAS762,GAS,20240313 10:43:45,CF,80.5041787,PSI,1.9649845
H2O762,H2O,20240313 10:43:45,CM,71.6987909,TEMPCelsius,5.9613940
ELEC763,ELECTRIC,20240313 10:43:45,kWH,97.9020697,kVA,4.1063203
GPS763,GPS,20240313 10:43:45,Latitude,50.4808785,Longitude,-111.3354087
GAS763,GAS,20240313 10:43:45,CF,59.308900,PSI,0.5238478
H2O763,H2O,20240313 10:43:45,CM,67.5343719,TEMPCelsius,25.7959338
ELEC764,ELECTRIC,20240313 10:43:45,kWH,7.1082414,kVA,1.7432095
GPS764,GPS,20240313 10:43:45,Latitude,50.4395340,Longitude,-111.8276211
GAS764,GAS,20240313 10:43:45,CF,11.2618189,PSI,1.8939531
H2O764,H2O,20240313 10:43:45,CM,75.6757263,TEMPCelsius,-2.5072913
ELEC765,ELECTRIC,20240313 10:43:45,kWH,69.4629100,kVA,3.876032
GPS765,GPS,20240313 10:43:45,Latitude,50.375930,Longitude,-111.9944716
GAS765,GAS,20240313 10:43:45,CF,15.2566245,PSI,1.4369567
H2O765,H2O,20240313 10:43:45,CM,66.482007,TEMPCelsius,27.3194117
ELEC766,ELECTRIC,20240313 10:43:45,kWH,26.1791094,kVA,9.2869468
GPS766,GPS,20240313 10:43:45,Latitude,49.5596155,Longitude,-111.8349725
GAS766,GAS,20240313 10:43:45,CF,94.9600894,PSI,1.4177177
H2O766,H2O,20240313 10:43:45,CM,28.4629364,TEMPCelsius,29.8750227
ELEC767,ELECTRIC,20240313 10:43:45,kWH,13.8362758,kVA,8.8730089
GPS767,GPS,20240313 10:43:45,Latitude,51.5559362,Longitude,-110.7918247
GAS767,GAS,20240313 10:43:45,CF,71.2849768,PSI,0.8714896
H2O767,H2O,20240313 10:43:45,CM,18.8364679,TEMPCelsius,18.5129516
ELEC768,ELECTRIC,20240313 10:43:45,kWH,63.9471742,kVA,1.7597580
GPS768,GPS,20240313 10:43:45,Latitude,49.4251711,Longitude,-110.4106813
GAS768,GAS,20240313 10:43:45,CF,78.6420676,PSI,0.1052312
H2O768,H2O,20240313 10:43:45,CM,74.4991203,TEMPCelsius,8.1985975
ELEC769,ELECTRIC,20240313 10:43:45,kWH,79.7353642,kVA,6.9318831
GPS769,GPS,20240313 10:43:45,Latitude,50.1300471,Longitude,-110.1028884
GAS769,GAS,20240313 10:43:45,CF,34.6500540,PSI,1.6132600
H2O769,H2O,20240313 10:43:45,CM,67.7780931,TEMPCelsius,24.2922396
ELEC770,ELECTRIC,20240313 10:43:45,kWH,20.5434207,kVA,7.5270278
GPS770,GPS,20240313 10:43:45,Latitude,50.9540341,Longitude,-111.8896015
GAS770,GAS,20240313 10:43:45,CF,67.4042169,PSI,0.7995501
H2O770,H2O,20240313 10:43:45,CM,25.9326014,TEMPCelsius,29.4323754
ELEC771,ELECTRIC,20240313 10:43:45,kWH,59.916155,kVA,5.4297453
GPS771,GPS,20240313 10:43:45,Latitude,49.1096541,Longitude,-111.3353567
GAS771,GAS,20240313 10:43:45,CF,65.5221157,PSI,1.6678512
H2O771,H2O,20240313 10:43:45,CM,6.1649947,TEMPCelsius,17.4314644
ELEC772,ELECTRIC,20240313 10:43:45,kWH,47.2241851,kVA,1.3754778
GPS772,GPS,20240313 10:43:45,Latitude,50.2225698,Longitude,-111.82579
GAS772,GAS,20240313 10:43:45,CF,79.218877,PSI,1.2866055
H2O772,H2O,20240313 10:43:45,CM,87.5650874,TEMPCelsius,18.6021818
ELEC773,ELECTRIC,20240313 10:43:45,kWH,46.8530483,kVA,4.197265
GPS773,GPS,20240313 10:43:45,Latitude,51.1585841,Longitude,-111.1107582
GAS773,GAS,20240313 10:43:45,CF,61.622603,PSI,1.5715083
H2O773,H2O,20240313 10:43:45,CM,55.3163874,TEMPCelsius,17.1736715
ELEC774,ELECTRIC,20240313 10:43:45,kWH,10.3310216,kVA,6.2831090
GPS774,GPS,20240313 10:43:45,Latitude,50.4079162,Longitude,-110.4594214
GAS774,GAS,20240313 10:43:45,CF,39.2461503,PSI,1.4150548
H2O774,H2O,20240313 10:43:45,CM,22.7756414,TEMPCelsius,0.4827989
ELEC775,ELECTRIC,20240313 10:43:45,kWH,94.4735362,kVA,3.806073
GPS775,GPS,20240313 10:43:45,Latitude,51.93454,Longitude,-111.9241825
GAS775,GAS,20240313 10:43:45,CF,72.1306550,PSI,0.7374001
H2O775,H2O,20240313 10:43:45,CM,80.9335860,TEMPCelsius,10.4417873
ELEC776,ELECTRIC,20240313 10:43:45,kWH,15.8796770,kVA,1.496118
GPS776,GPS,20240313 10:43:45,Latitude,49.3447665,Longitude,-111.8153321
GAS776,GAS,20240313 10:43:45,CF,76.8258158,PSI,1.3644743
H2O776,H2O,20240313 10:43:45,CM,74.8756572,TEMPCelsius,3.7234157
ELEC777,ELECTRIC,20240313 10:43:45,kWH,22.1073895,kVA,6.6994499
GPS777,GPS,20240313 10:43:45,Latitude,51.5899111,Longitude,-111.9644541
GAS777,GAS,20240313 10:43:45,CF,43.4266583,PSI,0.77780
H2O777,H2O,20240313 10:43:45,CM,61.545570,TEMPCelsius,0.5954285
ELEC778,ELECTRIC,20240313 10:43:45,kWH,79.4026358,kVA,9.5595911
GPS778,GPS,20240313 10:43:45,Latitude,49.1954675,Longitude,-110.1122858
GAS778,GAS,20240313 10:43:45,CF,59.6111797,PSI,0.3971284
H2O778,H2O,20240313 10:43:45,CM,62.2725524,TEMPCelsius,21.8203124
ELEC779,ELECTRIC,20240313 10:43:45,kWH,59.8535288,kVA,2.3469516
GPS779,GPS,20240313 10:43:45,Latitude,49.390749,Longitude,-111.4340543
GAS779,GAS,20240313 10:43:45,CF,55.2558366,PSI,1.8872710
H2O779,H2O,20240313 10:43:45,CM,8.2345869,TEMPCelsius,16.5868034
ELEC780,ELECTRIC,20240313 10:43:45,kWH,4.3698125,kVA,7.8642763
GPS780,GPS,20240313 10:43:45,Latitude,50.6651124,Longitude,-111.5427134
GAS780,GAS,20240313 10:43:45,CF,64.8123160,PSI,0.3096894
H2O780,H2O,20240313 10:43:45,CM,57.7926703,TEMPCelsius,12.2576375
ELEC781,ELECTRIC,20240313 10:43:45,kWH,4.153561,kVA,5.4355468
GPS781,GPS,20240313 10:43:45,Latitude,50.4499764,Longitude,-111.6620840
GAS781,GAS,20240313 10:43:45,CF,79.5588484,PSI,1.7618485
H2O781,H2O,20240313 10:43:45,CM,85.3316360,TEMPCelsius,19.5660984
ELEC782,ELECTRIC,20240313 10:43:45,kWH,77.9611010,kVA,8.8268236
GPS782,GPS,20240313 10:43:45,Latitude,49.3280380,Longitude,-111.8690048
GAS782,GAS,20240313 10:43:45,CF,18.6966602,PSI,1.3708136
H2O782,H2O,20240313 10:43:45,CM,90.2998917,TEMPCelsius,1.3564387
ELEC783,ELECTRIC,20240313 10:43:45,kWH,93.4786012,kVA,6.7502258
GPS783,GPS,20240313 10:43:45,Latitude,50.2944401,Longitude,-110.3335024
GAS783,GAS,20240313 10:43:45,CF,1.6877839,PSI,1.6888960
H2O783,H2O,20240313 10:43:45,CM,98.4688323,TEMPCelsius,21.4579302
ELEC784,ELECTRIC,20240313 10:43:45,kWH,82.8058804,kVA,8.1535862
GPS784,GPS,20240313 10:43:45,Latitude,49.3674593,Longitude,-111.8407753
GAS784,GAS,20240313 10:43:45,CF,48.1121366,PSI,1.6549867
H2O784,H2O,20240313 10:43:45,CM,26.8732321,TEMPCelsius,11.9866094
ELEC785,ELECTRIC,20240313 10:43:45,kWH,16.3624545,kVA,2.5957771
GPS785,GPS,20240313 10:43:45,Latitude,49.6589385,Longitude,-110.9735753
GAS785,GAS,20240313 10:43:45,CF,41.8649052,PSI,0.5401508
H2O785,H2O,20240313 10:43:45,CM,31.562826,TEMPCelsius,6.4482900
ELEC786,ELECTRIC,20240313 10:43:45,kWH,43.2916408,kVA,2.5202265
GPS786,GPS,20240313 10:43:45,Latitude,50.2614942,Longitude,-111.7548692
GAS786,GAS,20240313 10:43:45,CF,53.2606443,PSI,0.1689552
H2O786,H2O,20240313 10:43:45,CM,32.2276260,TEMPCelsius,1.5761193
ELEC787,ELECTRIC,20240313 10:43:45,kWH,59.275298,kVA,6.9595427
GPS787,GPS,20240313 10:43:45,Latitude,49.5078751,Longitude,-110.5146023
GAS787,GAS,20240313 10:43:45,CF,96.7309298,PSI,0.2567895
H2O787,H2O,20240313 10:43:45,CM,48.59496,TEMPCelsius,27.2698884
ELEC788,ELECTRIC,20240313 10:43:45,kWH,56.2173273,kVA,2.2163238
GPS788,GPS,20240313 10:43:45,Latitude,51.7158514,Longitude,-110.7948810
GAS788,GAS,20240313 10:43:45,CF,45.7544843,PSI,0.9918519
H2O788,H2O,20240313 10:43:45,CM,69.9956080,TEMPCelsius,14.3491958
ELEC789,ELECTRIC,20240313 10:43:45,kWH,85.7017915,kVA,0.9882713
GPS789,GPS,20240313 10:43:45,Latitude,51.265014,Longitude,-110.254721
GAS789,GAS,20240313 10:43:45,CF,23.1595194,PSI,0.3563987
H2O789,H2O,20240313 10:43:45,CM,53.2022028,TEMPCelsius,25.6358482
ELEC790,ELECTRIC,20240313 10:43:45,kWH,82.1306145,kVA,5.9881724
GPS790,GPS,20240313 10:43:45,Latitude,49.8202183,Longitude,-111.6485720
GAS790,GAS,20240313 10:43:45,CF,19.1755566,PSI,0.4116019
H2O790,H2O,20240313 10:43:45,CM,74.3065537,TEMPCelsius,12.2539454
ELEC791,ELECTRIC,20240313 10:43:45,kWH,73.8618633,kVA,3.2224820
GPS791,GPS,20240313 10:43:45,Latitude,50.6150454,Longitude,-110.2551197
GAS791,GAS,20240313 10:43:45,CF,83.5405046,PSI,0.9779687
H2O791,H2O,20240313 10:43:45,CM,89.5672931,TEMPCelsius,25.954152
ELEC792,ELECTRIC,20240313 10:43:45,kWH,97.9056069,kVA,2.3879238
GPS792,GPS,20240313 10:43:45,Latitude,50.2466075,Longitude,-110.8275104
GAS792,GAS,20240313 10:43:45,CF,0.7162682,PSI,1.6623360
H2O792,H2O,20240313 10:43:45,CM,65.8299115,TEMPCelsius,17.4348569
ELEC793,ELECTRIC,20240313 10:43:45,kWH,89.5429162,kVA,6.8198128
GPS793,GPS,20240313 10:43:45,Latitude,49.6788649,Longitude,-111.2372852
GAS793,GAS,20240313 10:43:45,CF,12.885630,PSI,1.5332714
H2O793,H2O,20240313 10:43:45,CM,31.5352063,TEMPCelsius,11.7246269
ELEC794,ELECTRIC,20240313 10:43:45,kWH,26.7908703,kVA,8.7870444
GPS794,GPS,20240313 10:43:45,Latitude,50.5862133,Longitude,-111.4133987
GAS794,GAS,20240313 10:43:45,CF,41.5333825,PSI,0.504975
H2O794,H2O,20240313 10:43:45,CM,26.7636296,TEMPCelsius,6.4822247
ELEC795,ELECTRIC,20240313 10:43:45,kWH,9.8690694,kVA,6.4307581
GPS795,GPS,20240313 10:43:45,Latitude,50.6963296,Longitude,-111.5216419
GAS795,GAS,20240313 10:43:45,CF,8.1713149,PSI,1.4576150
H2O795,H2O,20240313 10:43:45,CM,27.4715861,TEMPCelsius,5.6597273
ELEC796,ELECTRIC,20240313 10:43:45,kWH,7.2391739,kVA,9.5885052
GPS796,GPS,20240313 10:43:45,Latitude,49.2097115,Longitude,-110.1566011
GAS796,GAS,20240313 10:43:45,CF,5.1475188,PSI,0.5577384
H2O796,H2O,20240313 10:43:45,CM,24.111798,TEMPCelsius,23.8756867
ELEC797,ELECTRIC,20240313 10:43:45,kWH,17.6055934,kVA,0.7501773
GPS797,GPS,20240313 10:43:45,Latitude,51.4468402,Longitude,-110.4913031
GAS797,GAS,20240313 10:43:45,CF,22.82536,PSI,1.1399934
H2O797,H2O,20240313 10:43:45,CM,94.7830510,TEMPCelsius,3.9585514
ELEC798,ELECTRIC,20240313 10:43:45,kWH,74.7387746,kVA,3.9257110
GPS798,GPS,20240313 10:43:45,Latitude,51.4333328,Longitude,-110.3225560
GAS798,GAS,20240313 10:43:45,CF,0.8531781,PSI,0.8948941
H2O798,H2O,20240313 10:43:45,CM,97.1362671,TEMPCelsius,14.5156138
ELEC799,ELECTRIC,20240313 10:43:45,kWH,65.9230233,kVA,4.7153687
GPS799,GPS,20240313 10:43:45,Latitude,49.3342632,Longitude,-111.5797085
GAS799,GAS,20240313 10:43:45,CF,28.9214211,PSI,1.6798181
H2O799,H2O,20240313 10:43:45,CM,77.7041931,TEMPCelsius,16.9680038
ELEC800,ELECTRIC,20240313 10:43:45,kWH,7.5133491,kVA,6.6811697
GPS800,GPS,20240313 10:43:45,Latitude,51.9041298,Longitude,-111.1071259
GAS800,GAS,20240313 10:43:45,CF,33.6919038,PSI,0.4852037
H2O800,H2O,20240313 10:43:45,CM,42.8782766,TEMPCelsius,4.1117046
ELEC801,ELECTRIC,20240313 10:43:45,kWH,90.8302011,kVA,2.6337802
GPS801,GPS,20240313 10:43:45,Latitude,50.3463876,Longitude,-110.1297576
GAS801,GAS,20240313 10:43:45,CF,35.3659878,PSI,0.2619901
H2O801,H2O,20240313 10:43:45,CM,50.212605,TEMPCelsius,6.2080868
ELEC802,ELECTRIC,20240313 10:43:45,kWH,28.2023316,kVA,0.9851213
GPS802,GPS,20240313 10:43:45,Latitude,49.3849801,Longitude,-111.9115627
GAS802,GAS,20240313 10:43:45,CF,35.1762465,PSI,1.2543726
H2O802,H2O,20240313 10:43:45,CM,76.9241755,TEMPCelsius,27.4907618
ELEC803,ELECTRIC,20240313 10:43:45,kWH,61.2938098,kVA,1.8573505
GPS803,GPS,20240313 10:43:45,Latitude,49.626059,Longitude,-110.3046185
GAS803,GAS,20240313 10:43:45,CF,15.3276931,PSI,1.5582998
H2O803,H2O,20240313 10:43:45,CM,76.4277674,TEMPCelsius,26.8649966
ELEC804,ELECTRIC,20240313 10:43:45,kWH,30.9277754,kVA,5.9561843
GPS804,GPS,20240313 10:43:45,Latitude,50.2668852,Longitude,-110.2312753
GAS804,GAS,20240313 10:43:45,CF,35.2447769,PSI,1.5311005
H2O804,H2O,20240313 10:43:45,CM,53.9917896,TEMPCelsius,11.6475141
ELEC805,ELECTRIC,20240313 10:43:45,kWH,65.549983,kVA,3.2557446
GPS805,GPS,20240313 10:43:45,Latitude,49.1822337,Longitude,-110.6261295
GAS805,GAS,20240313 10:43:45,CF,90.8891473,PSI,1.5262712
H2O805,H2O,20240313 10:43:45,CM,18.2558719,TEMPCelsius,11.1667333
ELEC806,ELECTRIC,20240313 10:43:45,kWH,6.5194783,kVA,0.1241299
GPS806,GPS,20240313 10:43:45,Latitude,50.2062420,Longitude,-111.3294501
GAS806,GAS,20240313 10:43:45,CF,17.9734453,PSI,1.6745406
H2O806,H2O,20240313 10:43:45,CM,49.6703999,TEMPCelsius,14.6603419
ELEC807,ELECTRIC,20240313 10:43:45,kWH,46.6847763,kVA,3.8569157
GPS807,GPS,20240313 10:43:45,Latitude,51.113163,Longitude,-110.2902746
GAS807,GAS,20240313 10:43:45,CF,59.1969809,PSI,1.5648026
H2O807,H2O,20240313 10:43:45,CM,94.6086,TEMPCelsius,12.6497641
ELEC808,ELECTRIC,20240313 10:43:45,kWH,57.1393941,kVA,5.7007440
GPS808,GPS,20240313 10:43:45,Latitude,51.6072662,Longitude,-111.6764253
GAS808,GAS,20240313 10:43:45,CF,52.5111841,PSI,1.3350140
H2O808,H2O,20240313 10:43:45,CM,45.8787406,TEMPCelsius,14.2949432
ELEC809,ELECTRIC,20240313 10:43:45,kWH,84.7749778,kVA,6.4007714
GPS809,GPS,20240313 10:43:45,Latitude,50.4700772,Longitude,-110.283143
GAS809,GAS,20240313 10:43:45,CF,96.9794898,PSI,0.4596000
H2O809,H2O,20240313 10:43:45,CM,58.5163528,TEMPCelsius,15.8676563
ELEC810,ELECTRIC,20240313 10:43:45,kWH,70.2595944,kVA,4.7719874
GPS810,GPS,20240313 10:43:45,Latitude,49.6409597,Longitude,-111.8602432
GAS810,GAS,20240313 10:43:45,CF,33.2414160,PSI,1.9293332
H2O810,H2O,20240313 10:43:45,CM,54.5064848,TEMPCelsius,-1.4572896
ELEC811,ELECTRIC,20240313 10:43:45,kWH,23.1082727,kVA,8.787129
GPS811,GPS,20240313 10:43:45,Latitude,51.4264578,Longitude,-110.4070643
GAS811,GAS,20240313 10:43:45,CF,1.593636,PSI,0.3721219
H2O811,H2O,20240313 10:43:45,CM,23.36970,TEMPCelsius,22.9640690
